Seed,Lower Cutoff Value,Upper Cutoff Value,Strategy,Metric,Task 1 - 1,Task 1 - 2,Task 1 - 3,Task 1 - 4,Task 2 - 1,Task 2 - 2,Task 2 - 3,Task 2 - 4,Task 3 - 1,Task 3 - 2,Task 3 - 3,Task 3 - 4,Task 4 - 1,Task 4 - 2,Task 4 - 3,Task 4 - 4
42,20,50,uniform,-,0.09266583741565654,0.08652603643929316,0.08572576756649422,0.08402082994322463,0.0691692960296456,0.040449253604200305,0.04104236886972684,0.041301901156034715,0.058035398690688654,0.06488924878832379,0.04784477627864515,0.05246393464188188,0.2799972377732133,0.233156264179582,0.23912634362406252,0.0656687836281677
42,20,50,simple_sorted,vog,0.09266583741565654,0.08065994175954791,0.07953850809324513,0.08140120562856526,0.0691692960296456,0.039877160162502166,0.0399278481573635,0.03946544235961827,0.058035398690688654,0.06530747970429059,0.04758375945774705,0.050939104111074544,0.2799972377732133,0.23263681286210394,0.23938084866536857,0.0651664678849031
42,20,50,simple_sorted,learning_speed,0.09266583741565654,0.09164435405042934,0.08288824882356471,0.08995344965279957,0.0691692960296456,0.041938779347263984,0.04396836498063751,0.04462099922420644,0.058035398690688654,0.06504075970515139,0.04637057456643,0.05710672065574422,0.2799972377732133,0.23154143593868712,0.24474881112224225,0.06312386548120989
42,20,50,simple_sorted,mc_variance,0.09266583741565654,0.08437520421735732,0.06901482727288374,0.07220031469102785,0.0691692960296456,0.04126079198624138,0.03964727505571863,0.03972726735822792,0.058035398690688654,0.06579423663229592,0.04625309236021944,0.04957146039639775,0.2799972377732133,0.23533367876453812,0.2551148022087712,0.06488748289981384
42,35,20,uniform,-,0.09266583741565654,0.08652603643929316,0.08572576756649422,0.08402082994322463,0.0691692960296456,0.040449253604200305,0.04104236886972684,0.041301901156034715,0.058035398690688654,0.06488924878832379,0.04784477627864515,0.05246393464188188,0.2799972377732133,0.233156264179582,0.23912634362406252,0.0656687836281677
42,35,20,simple_sorted,vog,0.09266583741565654,0.09626986316920387,0.07816119165745809,0.08711114733512604,0.0691692960296456,0.04200484657014338,0.03906791251163428,0.041262804061430576,0.058035398690688654,0.06544832801977178,0.04595003163676006,0.04995115366045388,0.2799972377732133,0.22544945527621946,0.2448631101132376,0.06560868528362342
42,35,20,simple_sorted,learning_speed,0.09266583741565654,0.10037655106759932,0.09874634936017325,0.09701239903610764,0.0691692960296456,0.04015527618648671,0.040214993550647636,0.039489374393036854,0.058035398690688654,0.06676666718130951,0.04805894104498951,0.04865956698983957,0.2799972377732133,0.21629421322191159,0.22446609878352677,0.062476945766531414
42,35,20,simple_sorted,mc_variance,0.09266583741565654,0.08994485786275822,0.07947881399730733,0.07971864817935644,0.0691692960296456,0.04171117397297419,0.03975100059563929,0.03943358232776893,0.058035398690688654,0.0656636078580678,0.04752793533734742,0.05146031578931613,0.2799972377732133,0.23043105597580346,0.24168242874220452,0.06378975182713131
42,35,35,uniform,-,0.09266583741565654,0.08652603643929316,0.08572576756649422,0.08402082994322463,0.0691692960296456,0.040449253604200305,0.04104236886972684,0.041301901156034715,0.058035398690688654,0.06488924878832379,0.04784477627864515,0.05246393464188188,0.2799972377732133,0.233156264179582,0.23912634362406252,0.0656687836281677
42,35,35,simple_sorted,vog,0.09266583741565654,0.09441106070755616,0.07756885183488033,0.09003282241519583,0.0691692960296456,0.04103900375202255,0.03797487146874895,0.041316090408915436,0.058035398690688654,0.06528374801766629,0.0457610005691161,0.050190323911190826,0.2799972377732133,0.23062335812506835,0.25309226461384293,0.06464737624456934
42,35,35,simple_sorted,learning_speed,0.09266583741565654,0.1163115662863746,0.11445484760075116,0.11978879861176397,0.0691692960296456,0.04011334184247648,0.04102187908139816,0.041582308184451564,0.058035398690688654,0.06197758630025301,0.04717102559416348,0.05040441241525588,0.2799972377732133,0.1987530702692118,0.20481185547729372,0.06601827692657651
42,35,35,simple_sorted,mc_variance,0.09266583741565654,0.08939717290899982,0.08037136405986309,0.07932721749426878,0.0691692960296456,0.041080712042428705,0.038832823731496206,0.03868448310731817,0.058035398690688654,0.06462764139655683,0.04753359800949899,0.04883798922236347,0.2799972377732133,0.2279530545817377,0.2499963928065272,0.06475181183786897
42,35,50,uniform,-,0.09266583741565654,0.08652603643929316,0.08572576756649422,0.08402082994322463,0.0691692960296456,0.040449253604200305,0.04104236886972684,0.041301901156034715,0.058035398690688654,0.06488924878832379,0.04784477627864515,0.05246393464188188,0.2799972377732133,0.233156264179582,0.23912634362406252,0.0656687836281677
42,35,50,simple_sorted,vog,0.09266583741565654,0.07785731498050737,0.0823404126631642,0.08210498733916498,0.0691692960296456,0.039501640516570784,0.039985083577284496,0.0402408356652902,0.058035398690688654,0.06666580299415441,0.04811649238067103,0.049178575011466046,0.2799972377732133,0.2369965153265093,0.25174755759698236,0.06565555842311536
42,35,50,simple_sorted,learning_speed,0.09266583741565654,0.1072453187941562,0.1130470944346618,0.10733776816152665,0.0691692960296456,0.03889918395646322,0.04289121504841015,0.03991124793929835,0.058035398690688654,0.06356039268903199,0.04700440927045281,0.04834119783426822,0.2799972377732133,0.21147271551645574,0.21460040917799375,0.05796181148536547
42,35,50,simple_sorted,mc_variance,0.09266583741565654,0.0865352180884489,0.0807512201298833,0.07740071877004838,0.0691692960296456,0.04103110205478176,0.0402761112311508,0.038965581344670076,0.058035398690688654,0.06447975241023002,0.047591158877965424,0.048996419159826415,0.2799972377732133,0.23084827022140292,0.2412622424614687,0.063972899686611
69,20,20,uniform,-,0.09504216387904757,0.08688523270856374,0.08568183431752649,0.07819952919998206,0.24600644261925814,0.04179026602332435,0.04324250385207911,0.040725422725294926,0.05725577307064097,0.059430445896437895,0.0492196220947882,0.045634343040932855,0.2899507286506458,0.23099943322142355,0.23753776531556733,0.07127520998240923
69,20,20,simple_sorted,vog,0.09504216387904757,0.08837547139607617,0.0775961842916416,0.08208422854108145,0.24600644261925814,0.04176854895998892,0.0416932610864284,0.041958192972877305,0.05725577307064097,0.05984396639619668,0.04837716836327667,0.047033909215541854,0.2899507286506458,0.23754778076951302,0.23717312822173292,0.07245653639373704
69,20,20,simple_sorted,learning_speed,0.09504216387904757,0.08739462631855398,0.07423271439892198,0.07625040204231537,0.24600644261925814,0.041569138529649094,0.04085304716596631,0.03956361746036562,0.05725577307064097,0.06046227427167528,0.04771465066393634,0.04636665580018027,0.2899507286506458,0.23727574001829377,0.24290807448576382,0.06791158146380441
69,20,20,simple_sorted,mc_variance,0.09504216387904757,0.07919698013743139,0.0805448278954167,0.07314252723754189,0.24600644261925814,0.04010983838734449,0.04332361713179886,0.04052829394026267,0.05725577307064097,0.05966974643956381,0.04964669521302232,0.04659901014268893,0.2899507286506458,0.24070503294819232,0.2448784237057849,0.0702733326051933
69,20,35,uniform,-,0.09504216387904757,0.08688523270856374,0.08568183431752649,0.07819952919998206,0.24600644261925814,0.04179026602332435,0.04324250385207911,0.040725422725294926,0.05725577307064097,0.059430445896437895,0.0492196220947882,0.045634343040932855,0.2899507286506458,0.23099943322142355,0.23753776531556733,0.07127520998240923
69,20,35,simple_sorted,vog,0.09504216387904757,0.08058973320392,0.08763241025403297,0.0828161696308153,0.24600644261925814,0.04054548931668345,0.042823954434654435,0.0410775850700444,0.05725577307064097,0.060202616845697214,0.05063404697836204,0.04639804293981361,0.2899507286506458,0.23684832108278406,0.2370828087999685,0.07207076067072
69,20,35,simple_sorted,learning_speed,0.09504216387904757,0.09063531276440774,0.07550118750884753,0.08396187231673855,0.24600644261925814,0.043135232091974736,0.04179973390519107,0.04320064424443723,0.05725577307064097,0.061576220431114076,0.04701872289543595,0.04748954084213755,0.2899507286506458,0.23008267959115078,0.23337457503223233,0.06776655311668786
69,20,35,simple_sorted,mc_variance,0.09504216387904757,0.08210476388803992,0.07370680096240192,0.07500833929969837,0.24600644261925814,0.04161615535659571,0.041019123536467895,0.04008012904137117,0.05725577307064097,0.06060576036481746,0.04814616873175912,0.04653575599160588,0.2899507286506458,0.22911506551656366,0.23082931196291462,0.07059863063347598
69,20,50,uniform,-,0.09504216387904757,0.08688523270856374,0.08568183431752649,0.07819952919998206,0.24600644261925814,0.04179026602332435,0.04324250385207911,0.040725422725294926,0.05725577307064097,0.059430445896437895,0.0492196220947882,0.045634343040932855,0.2899507286506458,0.23099943322142355,0.23753776531556733,0.07127520998240923
69,20,50,simple_sorted,vog,0.09504216387904757,0.08484851777759803,0.08157003851026459,0.07334407013474982,0.24600644261925814,0.04112424987093426,0.040385577261960265,0.03789954581711559,0.05725577307064097,0.05826312992938263,0.04914166545366542,0.045880336588631034,0.2899507286506458,0.2374089963309657,0.23260563483172644,0.06849653828589058
69,20,50,simple_sorted,learning_speed,0.09504216387904757,0.08403758370988273,0.08981279541935829,0.07659327082273339,0.24600644261925814,0.042072132460367374,0.049760759047587484,0.04366538920853404,0.05725577307064097,0.059789693184036145,0.04940760874523929,0.04830391801518502,0.2899507286506458,0.239189745635087,0.24368728682662275,0.06691061361365327
69,20,50,simple_sorted,mc_variance,0.09504216387904757,0.0844012498266321,0.07873968081019388,0.07925977897832609,0.24600644261925814,0.04091798664847213,0.04000379977731787,0.04082105740435144,0.05725577307064097,0.059009423490776564,0.04867147901273262,0.04703127186669127,0.2899507286506458,0.2365710744689162,0.24149142267193446,0.07097804347283714
69,35,20,uniform,-,0.09504216387904757,0.08688523270856374,0.08568183431752649,0.07819952919998206,0.24600644261925814,0.04179026602332435,0.04324250385207911,0.040725422725294926,0.05725577307064097,0.059430445896437895,0.0492196220947882,0.045634343040932855,0.2899507286506458,0.23099943322142355,0.23753776531556733,0.07127520998240923
69,35,20,simple_sorted,vog,0.09504216387904757,0.08282562157804872,0.07149826508020919,0.07433635093643709,0.24600644261925814,0.041752308350921016,0.03847994380830694,0.0399404061216338,0.05725577307064097,0.058686612288333065,0.047651525914636055,0.04626062081938101,0.2899507286506458,0.2335888697731003,0.23186271551315818,0.07086892469926995
69,35,20,simple_sorted,learning_speed,0.09504216387904757,0.0934050835068722,0.09111492137654371,0.08611823801822258,0.24600644261925814,0.04039007298925886,0.04132314056243459,0.03925836462004478,0.05725577307064097,0.060915435620547,0.04939740892926434,0.04632822812164298,0.2899507286506458,0.23071225921391036,0.23957003263687104,0.06944204735146993
69,35,20,simple_sorted,mc_variance,0.09504216387904757,0.08225271422498838,0.08179289836195278,0.08117886940206093,0.24600644261925814,0.04194296957087039,0.042770741252298,0.04036174592452609,0.05725577307064097,0.059781959192754155,0.049130546202234754,0.04614386511693425,0.2899507286506458,0.2295142138168245,0.22644434977608252,0.071841880474203
69,35,35,uniform,-,0.09504216387904757,0.08688523270856374,0.08568183431752649,0.07819952919998206,0.24600644261925814,0.04179026602332435,0.04324250385207911,0.040725422725294926,0.05725577307064097,0.059430445896437895,0.0492196220947882,0.045634343040932855,0.2899507286506458,0.23099943322142355,0.23753776531556733,0.07127520998240923
69,35,35,simple_sorted,vog,0.09504216387904757,0.08480248307451069,0.08034006004220356,0.08142861339401268,0.24600644261925814,0.04141810766946962,0.042868050873108784,0.04326114845822397,0.05725577307064097,0.05981647809962245,0.049479118551941426,0.04614561251929008,0.2899507286506458,0.23049918467028904,0.2291866173210219,0.07006874657098812
69,35,35,simple_sorted,learning_speed,0.09504216387904757,0.1091244616722978,0.09982162163037211,0.09861969900673354,0.24600644261925814,0.040662932737508956,0.04189732286513364,0.040881562028026855,0.05725577307064097,0.06525432984342085,0.048065046645292736,0.04680129748784051,0.2899507286506458,0.22419922618828494,0.2365516042428307,0.07039854229082058
69,35,35,simple_sorted,mc_variance,0.09504216387904757,0.08299680163939283,0.0787744914548443,0.0724288714857191,0.24600644261925814,0.04099772242898586,0.04232520934162304,0.038459722906948844,0.05725577307064097,0.06006321226884201,0.04855864425357297,0.045009295453534444,0.2899507286506458,0.231844772290153,0.2349154218475102,0.06868943741841495
69,35,50,uniform,-,0.09504216387904757,0.08688523270856374,0.08568183431752649,0.07819952919998206,0.24600644261925814,0.04179026602332435,0.04324250385207911,0.040725422725294926,0.05725577307064097,0.059430445896437895,0.0492196220947882,0.045634343040932855,0.2899507286506458,0.23099943322142355,0.23753776531556733,0.07127520998240923
69,35,50,simple_sorted,vog,0.09504216387904757,0.08603574247921214,0.07713034997997577,0.07163562871298458,0.24600644261925814,0.042028341798864326,0.04273637577592473,0.03969932278794341,0.05725577307064097,0.05886202348024065,0.04852410463186411,0.04393410184598457,0.2899507286506458,0.23005468484694924,0.23659954886071105,0.06797334627927169
69,35,50,simple_sorted,learning_speed,0.09504216387904757,0.10759116515509869,0.09771317299556685,0.08658123676339648,0.24600644261925814,0.040732622283236,0.04191926277127853,0.04091742742369032,0.05725577307064097,0.06686327915265537,0.048079862605159826,0.04521167611442486,0.2899507286506458,0.23243112179994116,0.24200498097537776,0.06718474409903431
69,35,50,simple_sorted,mc_variance,0.09504216387904757,0.08917410987706922,0.08086940432561252,0.07577968392110496,0.24600644261925814,0.04252436249850473,0.04201780834307302,0.03786289022440213,0.05725577307064097,0.059973650369185005,0.04919291697092062,0.04531319931718481,0.2899507286506458,0.23954500102809465,0.24240875431502967,0.06849023143528486
420,20,20,uniform,-,0.10272646940290722,0.09056666600957579,0.08603641082906982,0.08210074589267793,0.09126306399916509,0.04060755629935715,0.03972143402755431,0.038770585347041704,0.059058243290257835,0.057188537744903144,0.0472122676872587,0.04495629399404647,0.16381649511970564,0.20141201379959617,0.22382434084279598,0.06263990012273807
420,20,20,simple_sorted,vog,0.10272646940290722,0.08988499005007025,0.08638996542884876,0.09135806036066196,0.09126306399916509,0.04021392838661172,0.04068996967763819,0.040955632258964474,0.059058243290257835,0.05848519668172721,0.04824837278646861,0.04803450218405457,0.16381649511970564,0.19810467853059,0.22629963157219127,0.06563823864830032
420,20,20,simple_sorted,learning_speed,0.10272646940290722,0.09069551822871662,0.08850599478449611,0.08616658796252911,0.09126306399916509,0.04031459219476213,0.041266984447708786,0.0401447754534746,0.059058243290257835,0.05859215221948629,0.0480285149024347,0.047747351018908805,0.16381649511970564,0.1991732270403789,0.22567627378437513,0.06457117961057277
420,20,20,simple_sorted,mc_variance,0.10272646940290722,0.09266625520797632,0.08296773590431081,0.0970011390322102,0.09126306399916509,0.04086281358341774,0.03995480366627603,0.04231588847316097,0.059058243290257835,0.05912185028632438,0.04741846624499998,0.05054186428853274,0.16381649511970564,0.20396031588608718,0.22062761141883835,0.06724141997766402
420,20,35,uniform,-,0.10272646940290722,0.09056666600957579,0.08603641082906982,0.08210074589267793,0.09126306399916509,0.04060755629935715,0.03972143402755431,0.038770585347041704,0.059058243290257835,0.057188537744903144,0.0472122676872587,0.04495629399404647,0.16381649511970564,0.20141201379959617,0.22382434084279598,0.06263990012273807
420,20,35,simple_sorted,vog,0.10272646940290722,0.09225091896490832,0.08807904250069061,0.09259010657660748,0.09126306399916509,0.04024708318846957,0.039889369789713774,0.04063507028158893,0.059058243290257835,0.057630559919153584,0.047549683841869986,0.046514162122708494,0.16381649511970564,0.19980272961037565,0.22251211027733703,0.06499631161305665
420,20,35,simple_sorted,learning_speed,0.10272646940290722,0.10351651597600495,0.10319514859152853,0.08615685452109095,0.09126306399916509,0.042887090133732576,0.04541841755623804,0.04100239837067175,0.059058243290257835,0.058601190421089126,0.0500459737651046,0.047653398661568605,0.16381649511970564,0.19946476822986114,0.2218661537807442,0.06248711714107536
420,20,35,simple_sorted,mc_variance,0.10272646940290722,0.09632197395151226,0.08092246112172932,0.08560078567169235,0.09126306399916509,0.04205133108833116,0.04028713423064923,0.04132600158538381,0.059058243290257835,0.05878660783757145,0.04658322391684173,0.047023220291834346,0.16381649511970564,0.20111644291456182,0.22341497426885518,0.06511133358848586
420,20,50,uniform,-,0.10272646940290722,0.09056666600957579,0.08603641082906982,0.08210074589267793,0.09126306399916509,0.04060755629935715,0.03972143402755431,0.038770585347041704,0.059058243290257835,0.057188537744903144,0.0472122676872587,0.04495629399404647,0.16381649511970564,0.20141201379959617,0.22382434084279598,0.06263990012273807
420,20,50,simple_sorted,vog,0.10272646940290722,0.09061111616605116,0.09531184546262747,0.08409546862954381,0.09126306399916509,0.041459272174234035,0.04436074847136664,0.040514580294874133,0.059058243290257835,0.05856817050341684,0.05128491215106856,0.04685006018956854,0.16381649511970564,0.20063098708866622,0.22237180586179722,0.06428727671533296
420,20,50,simple_sorted,learning_speed,0.10272646940290722,0.09438042256482096,0.09681176231806667,0.08559250148050984,0.09126306399916509,0.042034638372055094,0.04679008145045414,0.04341549292676428,0.059058243290257835,0.05713655682116763,0.04840597323970235,0.04755990793511032,0.16381649511970564,0.2029129287817155,0.22892638273932375,0.061892664619887974
420,20,50,simple_sorted,mc_variance,0.10272646940290722,0.08735055529829658,0.08309638117188224,0.088138324932715,0.09126306399916509,0.04024002681830551,0.040189801656072666,0.042168971870553525,0.059058243290257835,0.057246431172322886,0.04746395728834835,0.04662202367085941,0.16381649511970564,0.2031249318469484,0.22623248699840254,0.06587766008433284
